id,name,year,region_code,region_name,url,domain_id,class_id,order_id,primary_role_id,domain,class,order,primary_role,sector,feature_indices,features
244,MOTOMAN-MPX1150,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,16,Physical,Legged,Quadruped,Research,Industrial,"[4, 5]","['Legged', 'Quadruped']"
245,MOTOMAN-MPX1400,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,16,Physical,Legged,Quadruped,Research,Industrial,"[4, 5]","['Legged', 'Quadruped']"
246,MOTOMAN-MPX1950,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,16,Physical,Legged,Quadruped,Research,Industrial,"[4, 5]","['Legged', 'Quadruped']"
247,MOTOMAN-MPX2600,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,16,Physical,Legged,Quadruped,Research,Industrial,"[4, 5]","['Legged', 'Quadruped']"
248,MOTOMAN-MPXL2600,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,16,Physical,Legged,Quadruped,Research,Industrial,"[4, 5]","['Legged', 'Quadruped']"
249,MOTOMAN-MPX3500,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,2,1,16,Physical,Legged,Quadruped,Research,Industrial,"[4, 5]","['Legged', 'Quadruped']"
250,MOTOMAN-MHP45L,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
251,MOTOMAN-MPO10,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
252,MOTOMAN-MPO40,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
253,MOTOMAN-MPP3H,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
254,MOTOMAN-MPP3S,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
255,MOTOMAN-MPK2F,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
256,MOTOMAN-MPK2F-5,2005.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
257,MOTOMAN-PL80,2010.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
258,MOTOMAN-PL190,2010.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
259,MOTOMAN-PL320,2010.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
260,MOTOMAN-PL500,2010.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
261,MOTOMAN-PL800,2010.0,JA,Japan (Alt),https://www.motoman.com/en-us/products/robots,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
262,KUKA KR DELTA in Hygienic Design,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-delta-hygienic-design,0,2,1,16,Physical,Legged,Quadruped,Research,Industrial,"[4, 5]","['Legged', 'Quadruped']"
263,KUKA KR DELTA,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-delta,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
264,KUKA KR SCARA,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-scara,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Industrial,"[6, 7]","['Mobile Ground', 'Wheeled']"
265,KUKA LBR iisy,2018.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/lbr-iisy,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Collaborative,"[6, 7]","['Mobile Ground', 'Wheeled']"
266,KUKA KR 4 AGILUS,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-4-agilus,0,7,2,0,Physical,Soft-bodied,SMA/Smart-Material Soft,Assembly,Industrial,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
267,KUKA KR AGILUS,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-agilus,0,7,2,0,Physical,Soft-bodied,SMA/Smart-Material Soft,Assembly,Industrial,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
268,KUKA LBR iiwa,2013.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/lbr-iiwa,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Collaborative,"[6, 7]","['Mobile Ground', 'Wheeled']"
269,KUKA KR CYBERTECH nano,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-cybertech-nano,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
270,KUKA KR CYBERTECH nano ARC,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-cybertech-nano-arc,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
271,KUKA KR CYBERTECH,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-cybertech,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
272,KUKA KR CYBERTECH ARC,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-cybertech-arc,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
273,KUKA KR IONTEC,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-iontec,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
274,KUKA KR IONTEC ultra,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-iontec-ultra,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
275,KUKA KR 40 PA,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-40-pa,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
276,KUKA KR QUANTEC nano,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-quantec-nano,0,2,2,0,Physical,Legged,Hexapod,Assembly,Industrial,"[4, 17]","['Legged', 'Hexapod']"
277,KUKA KR QUANTEC,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-quantec,0,2,2,0,Physical,Legged,Hexapod,Assembly,Industrial,"[4, 17]","['Legged', 'Hexapod']"
278,KUKA KR QUANTEC PA,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-quantec-pa,0,2,2,3,Physical,Legged,Hexapod,Transport/Delivery,Industrial,"[4, 17]","['Legged', 'Hexapod']"
279,KUKA KR 300-2 PA,2012.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-300-2-pa,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
280,KUKA KR 360 FORTEC,2012.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-360-fortec,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
281,KUKA KR FORTEC,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-fortec,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
282,KUKA KR FORTEC PA,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-fortec-pa,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
283,KUKA KR 470-2 PA,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-470-2-pa,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
284,KUKA KR 500 FORTEC,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-500-fortec,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
285,KUKA KR 700 PA,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-700-pa,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
286,KUKA KR FORTEC ultra,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-fortec-ultra,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
287,KUKA KR FORTEC ultra PA,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-fortec-ultra-pa,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
288,KUKA KR 1000 titan,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-1000-titan,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
289,KUKA KR TITAN ultra,2010.0,DE,Germany,https://www.kuka.com/en-us/products/robotics-systems/industrial-robots/kr-titan-ultra,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
290,Universal Robots UR3e,2012.0,DK,Denmark,https://www.universal-robots.com/products/ur3e/,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Collaborative,"[6, 7]","['Mobile Ground', 'Wheeled']"
291,Universal Robots UR5e,2008.0,DK,Denmark,https://www.universal-robots.com/products/ur5e/,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Collaborative,"[6, 7]","['Mobile Ground', 'Wheeled']"
292,Universal Robots UR10e,2012.0,DK,Denmark,https://www.universal-robots.com/products/ur10e/,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Collaborative,"[6, 7]","['Mobile Ground', 'Wheeled']"
293,Universal Robots UR16e,2018.0,DK,Denmark,https://www.universal-robots.com/products/ur16e/,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Collaborative,"[6, 7]","['Mobile Ground', 'Wheeled']"
294,Universal Robots UR20,2022.0,DK,Denmark,https://www.universal-robots.com/products/ur20/,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Collaborative,"[6, 7]","['Mobile Ground', 'Wheeled']"
295,Comau MyCo-3-0.59,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
296,Comau MyCo-3.5-0.95,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
297,Comau MyCo-5-0.80,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
298,Comau MyCo-8-1.30,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
299,Comau MyCo-10-1.00,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
300,Comau MyCo-15-1.30,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
301,Comau AURA-170-2.8,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
302,Comau Racer-5-0.80 COBOT,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Collaborative,"[6, 7]","['Mobile Ground', 'Wheeled']"
303,Comau Racer-5 SE,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,0,Physical,Manipulator,Fixed-Base,Assembly,Collaborative,"[0, 1]","['Manipulator', 'Fixed-Base']"
304,Comau REBEL-S6-0.45,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Industrial,"[6, 7]","['Mobile Ground', 'Wheeled']"
305,Comau REBEL-S6-0.60,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Industrial,"[6, 7]","['Mobile Ground', 'Wheeled']"
306,Comau REBEL-S6-0.60C,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Industrial,"[6, 7]","['Mobile Ground', 'Wheeled']"
307,Comau REBEL-S6-0.75,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Industrial,"[6, 7]","['Mobile Ground', 'Wheeled']"
308,Comau REBEL-S6-0.75C,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,1,0,0,Physical,Mobile Ground,Wheeled,Assembly,Industrial,"[6, 7]","['Mobile Ground', 'Wheeled']"
309,Comau RACER-3-0.63,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
310,Comau RACER-5-0.63,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
311,Comau RACER-5-0.80,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
312,Comau RACER-7-1.4,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
313,Comau S-13,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
314,Comau S-18,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
315,Comau NJ-16-3.1,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
316,Comau NJ-40-2.5,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
317,Comau NJ-60-2.2,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
318,Comau PAL-180-3.1,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
319,Comau PAL-260-3.1,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
320,Comau PAL-470-3.1,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,3,Physical,Manipulator,Fixed-Base,Transport/Delivery,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
321,Comau NJ-100-3.2 PRESS,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
322,Comau NJ-130-3.7 SH PRESS,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
323,Comau NJ-110-3.0,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
324,Comau NJ-130-2.0,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
325,Comau NJ-130-2.6,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
326,Comau NJ-165-3.0,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
327,Comau NJ-165-3.4 SH,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
328,Comau NJ-210-3.1 SH,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
329,Comau NJ-220-2.7,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
330,Comau NJ-290-3.0,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
331,Comau NJ-370-2.7,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
332,Comau NJ-370-3.0,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
333,Comau NJ-420-3.0,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
334,Comau NJ-450-2.7,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
335,Comau NJ-500-2.7,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
336,Comau NJ-650-2.7,2010.0,IT,Italy,https://www.comau.com/en/competencies/robotics,0,0,0,16,Physical,Manipulator,Fixed-Base,Research,Industrial,"[0, 1]","['Manipulator', 'Fixed-Base']"
337,Agovor GOVOR,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
338,Agrointelli Robotti,2020.0,DK,Denmark,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
339,AgXeed AgBot 2.055W3,2020.0,DE,Germany,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
340,AgXeed AgBot5 2.055W4,2020.0,DE,Germany,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
341,AgXeed Agbot 5.115T2,2020.0,DE,Germany,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
342,AIGRO UP,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
343,Amos Power A3/A4,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
344,Ant Robotics Valera,2020.0,UN,Unknown/International,Unknown,0,2,2,16,Physical,Legged,Hexapod,Research,Agricultural,"[4, 17]","['Legged', 'Hexapod']"
345,Augean Robotics Burro,2020.0,US,United States,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
346,AutoAgri ICS20,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
347,Automato Robotics Sunjer A2,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
348,Digital workbench Tipard 350,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
349,Digital workbench Tipard 1800,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
350,Directed Machines Land Care Robot,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
351,DPH Industries The FarmHand Tractor,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
352,EarthAutomations Dood,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
353,Exobotic Technologies Land-A2,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
354,Exxact Robotics Traxx,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
355,Farmrobo iMog,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
356,FieldRobotics HammerHead,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
357,Hari Tech haRiBOT,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
358,Korechi RoamIO-HCT,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
359,Korechi RoamIO-HCW,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
360,Korechi RoamIO-mini,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
361,Lambers & Exobotic Technologies WTD4,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
362,Naïo Jo,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
363,Naïo Orio,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
364,Naïo Oz,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
365,Nature Robotics Lero.03,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
366,PeK Automotive Slopehelper,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
367,Pixelfarming Robot One,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
368,Robotics Plus Prospr,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
369,Sitia Trektor,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
370,Siza Robotics TOOGO,2020.0,UN,Unknown/International,Unknown,0,1,0,16,Physical,Mobile Ground,Wheeled,Research,Agricultural,"[6, 7]","['Mobile Ground', 'Wheeled']"
371,Smart Machine Oxin,2020.0,UN,Unknown/International,Unknown,0,7,2,16,Physical,Soft-bodied,SMA/Smart-Material Soft,Research,Agricultural,"[2, 3]","['Soft-bodied', 'SMA/Smart-Material Soft']"
372,STEVmotion Vineatrac,2020.0,UN,Unknown/International,Unknown,0,-1,-1,16,Physical,Unknown,Unknown,Research,Agricultural,[],[]
